"name","store","total_profit","total_in_app_revenue","total_marketing_expense","rights_purchase_expense","lifespan_months","app_store_rating","play_store_rating","weighted_avg_rating","app_store_review_count","play_store_review_count","app_store_price","play_store_price","weighted_avg_price","app_store_content_rating","play_store_content_rating","app_store_primary_genre","play_store_category","play_store_genres"
"LEGO® Friends","both",406100.0,570000,114000,49900.0,114,4.0,4.4,4.27,400,854,4.99,4.99,4.99,"4+","Everyone","Games","FAMILY","Casual;Pretend Play"
"LEGO® Juniors Create & Cruise","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.1,6152,673203,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Educational;Action & Adventure"
"LinkedIn","both",431000.0,570000,114000,25000.0,114,3.5,4.2,4.16,71856,1225367,0.0,0.0,0.0,"4+","Everyone","Social Networking","SOCIAL","Social"
"Mad Libs","both",311000.0,420000,84000,25000.0,84,3.0,4.0,3.06,117889,8126,0.0,0.0,0.0,"4+","Everyone","Entertainment","FAMILY","Entertainment;Brain Games"
"Mad Skills Motocross","both",407000.0,540000,108000,25000.0,108,4.5,4.0,4.11,9341,32522,0.99,0.0,0.22,"12+","Everyone","Games","GAME","Racing"
"MARVEL Avengers Academy","both",431000.0,570000,114000,25000.0,114,4.0,4.2,4.19,17376,304106,0.0,0.0,0.0,"9+","Teen","Games","GAME","Adventure"
"MARVEL Contest of Champions","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.32,233599,2468915,0.0,0.0,0.0,"12+","Teen","Games","GAME","Action"
"MARVEL Future Fight","both",455000.0,600000,120000,25000.0,120,4.5,4.6,4.6,20906,2354042,0.0,0.0,0.0,"9+","Everyone 10+","Games","FAMILY","Role Playing"
"McDonald's","both",359000.0,480000,96000,25000.0,96,2.0,3.6,3.56,4050,145646,0.0,0.0,0.0,"4+","Everyone","Food & Drink","FOOD_AND_DRINK","Food & Drink"
"Messenger","both",335000.0,450000,90000,25000.0,90,3.0,4.1,3.18,351466,68025,0.0,0.0,0.0,"4+","Everyone","Social Networking","SOCIAL","Social"
"Microsoft Excel","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,24430,1079616,0.0,0.0,0.0,"4+","Everyone","Productivity","PRODUCTIVITY","Productivity"
"Microsoft OneNote","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.41,39638,480643,0.0,0.0,0.0,"4+","Everyone","Productivity","PRODUCTIVITY","Productivity"
"Microsoft PowerPoint","both",455000.0,600000,120000,25000.0,120,4.0,4.5,4.49,10939,618798,0.0,0.0,0.0,"4+","Everyone","Productivity","PRODUCTIVITY","Productivity"
"Microsoft Word","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,47999,2084126,0.0,0.0,0.0,"4+","Everyone","Productivity","PRODUCTIVITY","Productivity"
"Mobile Strike","both",407000.0,540000,108000,25000.0,108,3.5,3.9,3.89,24935,903392,0.0,0.0,0.0,"12+","Everyone 10+","Games","FAMILY","Strategy"
"MORTAL KOMBAT X","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,114475,3039889,0.0,0.0,0.0,"17+","Mature 17+","Games","GAME","Action"
"MTV","both",359000.0,480000,96000,25000.0,96,2.5,3.8,3.61,5987,35279,0.0,0.0,0.0,"12+","Teen","Entertainment","ENTERTAINMENT","Entertainment"
"Muscle Premium - Human Anatomy, Kinesiology, Bones","both",265465.85,600000,120000,214534.15,120,4.5,4.2,4.41,406,168,19.99,24.99,21.45,"12+","Everyone","Medical","MEDICAL","Medical"
"My College Bookstore","both",311000.0,420000,84000,25000.0,84,2.5,3.2,3.02,225,661,0.0,0.0,0.0,"4+","Everyone","Shopping","SHOPPING","Shopping"
"My Emma :)","both",407000.0,540000,108000,25000.0,108,4.5,4.1,4.11,8412,245839,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Casual"
"My Horse","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,293857,1333338,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Casual"
"My Little Pony: Harmony Quest","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.1,2265,148405,0.0,0.0,0.0,"4+","Everyone","Entertainment","FAMILY","Casual;Action & Adventure"
"My Movies Pro - Movie & TV Collection Library","both",400100.0,600000,120000,79900.0,120,4.5,4.6,4.58,1309,6477,7.99,7.99,7.99,"12+","Everyone","Catalogs","LIFESTYLE","Lifestyle"
"My Talking Angela","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,54549,9883367,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Casual"
"My Talking Pet","both",447847.0,600000,120000,32153.0,120,4.5,4.6,4.54,9035,6238,1.99,4.99,3.22,"4+","Everyone","Entertainment","ENTERTAINMENT","Entertainment"
"My Talking Tom","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,123859,14892469,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Casual"
"myAT&T","both",335000.0,450000,90000,25000.0,90,3.0,3.7,3.3,108507,80847,0.0,0.0,0.0,"4+","Everyone","Utilities","PRODUCTIVITY","Productivity"
"myChevrolet","both",335000.0,450000,90000,25000.0,90,2.0,3.5,3.29,1083,6747,0.0,0.0,0.0,"17+","Everyone","Lifestyle","LIFESTYLE","Lifestyle"
"Narcos: Cartel Wars","both",479000.0,630000,126000,25000.0,126,4.5,4.7,4.7,4490,244797,0.0,0.0,0.0,"12+","Teen","Games","FAMILY","Strategy"
"NASCAR MOBILE","both",431000.0,570000,114000,25000.0,114,4.0,4.2,4.17,16385,80900,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"NBA","both",431000.0,570000,114000,25000.0,114,3.5,4.4,4.14,43682,108318,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"NBA JAM by EA SPORTS™","both",406100.0,570000,114000,49900.0,114,4.0,4.3,4.22,21648,56444,4.99,4.99,4.99,"4+","Everyone","Games","FAMILY","Sports;Action & Adventure"
"NBA LIVE Mobile Basketball","both",455000.0,600000,120000,25000.0,120,4.0,4.4,4.39,40619,1690802,0.0,0.0,0.0,"4+","Everyone","Games","SPORTS","Sports"
"NBC News","both",407000.0,540000,108000,25000.0,108,3.5,4.1,3.89,32881,63020,0.0,0.0,0.0,"12+","Everyone 10+","News","NEWS_AND_MAGAZINES","News & Magazines"
"NBC Sports","both",287000.0,390000,78000,25000.0,78,2.5,3.1,2.87,47172,78442,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"NCAA Sports","both",383000.0,510000,102000,25000.0,102,2.0,3.9,3.65,636,4272,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"Need for Speed™ No Limits","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,34998,3344300,0.0,0.0,0.0,"4+","Everyone 10+","Games","GAME","Racing"
"Netflix","both",431000.0,570000,114000,25000.0,114,3.5,4.4,4.35,308844,5456708,0.0,0.0,0.0,"4+","Teen","Entertainment","ENTERTAINMENT","Entertainment"
"NFL","both",407000.0,540000,108000,25000.0,108,2.5,4.1,4.01,27317,459797,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"NHL","both",407000.0,540000,108000,25000.0,108,3.5,4.0,3.91,15554,68935,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"Nick","both",431000.0,570000,114000,25000.0,114,3.5,4.2,4.13,13237,123322,0.0,0.0,0.0,"4+","Everyone 10+","Entertainment","FAMILY","Entertainment;Music & Video"
"Nyan Cat: Lost In Space","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,76392,371318,0.0,0.0,0.0,"4+","Everyone 10+","Games","GAME","Arcade"
"OK K.O.! Lakewood Plaza Turbo","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,430,76608,0.0,0.0,0.0,"9+","Everyone 10+","Games","FAMILY","Action;Action & Adventure"
"Out There Chronicles - Ep. 1","both",450642.73,600000,120000,29357.27,120,4.0,4.4,4.38,87,1516,1.99,2.99,2.94,"12+","Everyone","Games","FAMILY","Role Playing"
"PAC-MAN","both",383000.0,510000,102000,25000.0,102,3.0,4.2,3.69,508808,685981,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Arcade"
"PAC-MAN Pop","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.31,1000,24877,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Puzzle;Action & Adventure"
"Paprika Recipe Manager","both",406100.0,570000,114000,49900.0,114,4.5,4.1,4.33,1755,1268,4.99,4.99,4.99,"17+","Everyone","Food & Drink","FOOD_AND_DRINK","Food & Drink"
"PBS KIDS Video","both",407000.0,540000,108000,25000.0,108,3.5,4.2,4.07,8651,36214,0.0,0.0,0.0,"4+","Everyone","Education","FAMILY","Education;Music & Video"
"Peggle Blast","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.09,11528,166251,0.0,0.0,0.0,"9+","Everyone","Games","GAME","Card"
"Peppa Pig: Party Time","both",357050.82,480000,96000,26949.18,96,2.0,3.8,3.53,9,52,0.99,2.99,2.69,"4+","Everyone","Education","FAMILY","Educational;Pretend Play"
"PES CLUB MANAGER","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,3216,783025,0.0,0.0,0.0,"4+","Everyone","Games","SPORTS","Sports"
"PewDiePie's Tuber Simulator","both",479000.0,630000,126000,25000.0,126,5.0,4.8,4.81,90851,1499466,0.0,0.0,0.0,"9+","Teen","Games","FAMILY","Casual"
"Philips Hue","both",287000.0,390000,78000,25000.0,78,1.5,3.1,2.83,1999,10006,0.0,0.0,0.0,"4+","Everyone","Lifestyle","LIFESTYLE","Lifestyle"
"Photo Editor-","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.32,9095,68071,0.0,0.0,0.0,"4+","Everyone","Photo & Video","PHOTOGRAPHY","Photography"
"Photo Editor by Aviary","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,39501,1490732,0.0,0.0,0.0,"12+","Everyone","Photo & Video","PHOTOGRAPHY","Photography"
"PicsArt Photo Studio: Collage Maker & Pic Editor","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,29078,7594559,0.0,0.0,0.0,"12+","Teen","Photo & Video","PHOTOGRAPHY","Photography"
"Pineapple Pen","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.31,6430,157264,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Arcade"
"Pinterest","both",455000.0,600000,120000,25000.0,120,4.5,4.6,4.58,1061624,4305441,0.0,0.0,0.0,"12+","Teen","Social Networking","SOCIAL","Social"
"Plants vs. Zombies™ 2","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.43,267394,567632,0.0,0.0,0.0,"9+","Everyone 10+","Games","FAMILY","Casual"
"Plants vs. Zombies™ Heroes","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,16305,379415,0.0,0.0,0.0,"9+","Everyone","Games","FAMILY","Casual;Action & Adventure"
"Please, Don't Touch Anything","both",406100.0,570000,114000,49900.0,114,4.0,4.4,4.33,379,1771,4.99,4.99,4.99,"9+","Teen","Games","FAMILY","Puzzle"
"Pocket Yoga","both",450100.0,600000,120000,29900.0,120,4.5,4.4,4.47,4475,2107,2.99,2.99,2.99,"4+","Everyone","Health & Fitness","HEALTH_AND_FITNESS","Health & Fitness"
"Pokémon GO","both",407000.0,540000,108000,25000.0,108,3.0,4.1,4.07,257627,10424925,0.0,0.0,0.0,"9+","Everyone","Games","GAME","Adventure"
"Pou","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.3,3783,10486018,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Casual"
"Premier League - Official App","both",431000.0,570000,114000,25000.0,114,3.5,4.3,4.29,791,63782,0.0,0.0,0.0,"12+","Everyone","Sports","SPORTS","Sports"
"Puffin Browser Pro","both",368100.0,510000,102000,39900.0,102,3.5,4.0,3.85,7565,18247,3.99,3.99,3.99,"17+","Everyone","Utilities","COMMUNICATION","Communication"
"Puffin Web Browser","both",431000.0,570000,114000,25000.0,114,4.0,4.3,4.29,11677,541661,0.0,0.0,0.0,"17+","Everyone","Utilities","COMMUNICATION","Communication"
"Real Basketball","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,198050,1605267,0.0,0.0,0.0,"4+","Everyone","Games","SPORTS","Sports"
"Real Racing 3","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,164483,354454,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Racing;Action & Adventure"
"Red Ball 4","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,9818,1432447,0.99,0.0,0.01,"4+","Everyone","Games","GAME","Arcade"
"Redbox","both",383000.0,510000,102000,25000.0,102,3.0,4.1,3.72,60236,115033,0.0,0.0,0.0,"12+","Everyone","Entertainment","ENTERTAINMENT","Entertainment"
"Regal Cinemas","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.36,13257,32732,0.0,0.0,0.0,"4+","Everyone","Entertainment","ENTERTAINMENT","Entertainment"
"Retro City Rampage DX","both",471290.08,630000,126000,32709.92,126,4.5,4.7,4.67,68,416,4.99,2.99,3.27,"12+","Teen","Games","GAME","Action"
"Riptide GP: Renegade","both",474100.0,630000,126000,29900.0,126,4.5,4.7,4.68,412,4328,2.99,2.99,2.99,"9+","Everyone 10+","Games","GAME","Racing"
"RISK: Global Domination","both",407000.0,540000,108000,25000.0,108,4.0,4.0,4.0,5217,68559,0.0,0.0,0.0,"9+","Everyone","Games","FAMILY","Board;Action & Adventure"
"ROBLOX","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,183621,4450890,0.0,0.0,0.0,"12+","Everyone 10+","Games","FAMILY","Adventure;Action & Adventure"
"RollerCoaster Tycoon® Classic","both",420100.0,600000,120000,59900.0,120,4.0,4.6,4.51,1794,10795,5.99,5.99,5.99,"4+","Everyone","Games","GAME","Simulation"
"Rolling Sky","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,30670,1117212,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Board"
"Sago Mini Babies","both",442267.18,600000,120000,37732.82,120,4.0,4.5,4.39,70,253,2.99,3.99,3.77,"4+","Everyone","Education","FAMILY","Education;Pretend Play"
"Score! Hero","both",455000.0,600000,120000,25000.0,120,4.5,4.6,4.6,85395,5419676,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Sports"
"Seven - 7 Minute Workout Training Challenge","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,6808,75571,0.0,0.0,0.0,"4+","Everyone","Health & Fitness","HEALTH_AND_FITNESS","Health & Fitness"
"Shadow Fight 2","both",455000.0,600000,120000,25000.0,120,4.5,4.6,4.6,99206,10981850,0.0,0.0,0.0,"12+","Everyone 10+","Games","GAME","Action"
"Shopkins World!","both",431000.0,570000,114000,25000.0,114,4.0,4.3,4.29,3047,169609,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Arcade;Action & Adventure"
"SHOWTIME","both",407000.0,540000,108000,25000.0,108,2.5,4.2,4.05,1214,12398,0.0,0.0,0.0,"17+","Teen","Entertainment","ENTERTAINMENT","Entertainment"
"SimCity BuildIt","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,198338,4218587,0.0,0.0,0.0,"4+","Everyone 10+","Games","FAMILY","Simulation"
"Sky News","both",407000.0,540000,108000,25000.0,108,3.0,4.0,4.0,118,30287,0.0,0.0,0.0,"12+","Everyone 10+","News","NEWS_AND_MAGAZINES","News & Magazines"
"slither.io","both",455000.0,600000,120000,25000.0,120,3.5,4.4,4.38,107817,5235294,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Action"
"Smash Hit","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,126233,4147718,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Arcade"
"Smashy Road: Arena","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.31,3207,45558,0.0,0.0,0.0,"9+","Everyone 10+","Games","GAME","Action"
"Snapchat","both",407000.0,540000,108000,25000.0,108,2.5,4.0,3.97,323905,17015352,0.0,0.0,0.0,"12+","Teen","Photo & Video","SOCIAL","Social"
"Snapseed","both",455000.0,600000,120000,25000.0,120,4.0,4.5,4.49,8683,823109,0.0,0.0,0.0,"4+","Everyone","Photo & Video","PHOTOGRAPHY","Photography"
"SNCF","both",359000.0,480000,96000,25000.0,96,1.5,3.4,3.4,7,15750,0.0,0.0,0.0,"4+","Everyone","Travel","TRAVEL_AND_LOCAL","Travel & Local"
"Solitaire","both",455000.0,600000,120000,25000.0,120,4.5,4.7,4.55,679055,254258,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Card"
"Sonic Dash","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,418033,3778921,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Arcade"
"SONIC Drive-In","both",431000.0,570000,114000,25000.0,114,4.0,4.3,4.28,1645,19373,0.0,0.0,0.0,"4+","Everyone","Food & Drink","FOOD_AND_DRINK","Food & Drink"
"Southwest Airlines","both",359000.0,480000,96000,25000.0,96,3.0,3.9,3.4,30552,24781,0.0,0.0,0.0,"4+","Everyone","Travel","TRAVEL_AND_LOCAL","Travel & Local"
"Speedtest by Ookla","both",431000.0,570000,114000,25000.0,114,3.5,4.4,4.35,65016,1028794,0.0,0.0,0.0,"4+","Everyone","Utilities","TOOLS","Tools"
"Star Chart","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.32,13482,128808,0.0,0.0,0.0,"4+","Everyone","Education","FAMILY","Education;Education"
"Star Wars™: Galaxy of Heroes","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,122260,1461698,0.0,0.0,0.0,"9+","Everyone 10+","Games","FAMILY","Role Playing"
"Starbucks","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,303856,455496,0.0,0.0,0.0,"4+","Everyone","Food & Drink","FOOD_AND_DRINK","Food & Drink"
"STARZ","both",431000.0,570000,114000,25000.0,114,3.5,4.3,4.23,8971,88185,0.0,0.0,0.0,"17+","Mature 17+","Entertainment","ENTERTAINMENT","Entertainment"
"Storm Shield","both",407000.0,540000,108000,25000.0,108,4.5,3.5,4.06,2516,2000,2.99,0.0,1.67,"12+","Everyone","Weather","WEATHER","Weather"
"Subway Surfers","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,706110,27725352,0.0,0.0,0.0,"9+","Everyone 10+","Games","GAME","Arcade"
"sugar, sugar","both",431000.0,570000,114000,25000.0,114,4.5,4.2,4.23,139,1405,0.99,1.2,1.18,"4+","Everyone","Games","FAMILY","Puzzle"
"Summoners War","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.31,137122,2045554,0.0,0.0,0.0,"12+","Teen","Games","GAME","Role Playing"
"Super Jabber Jump","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.3,612,85882,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Arcade"
"Super Mario Run","both",359000.0,480000,96000,25000.0,96,2.5,3.7,3.62,87958,1221896,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Action"
"Swamp Attack","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,16968,2119235,0.0,0.0,0.0,"17+","Everyone 10+","Games","GAME","Action"
"T-Mobile","both",431000.0,570000,114000,25000.0,114,4.0,4.3,4.29,19977,482630,0.0,0.0,0.0,"4+","Everyone","Productivity","TOOLS","Tools"
"T-Mobile Tuesdays","both",407000.0,540000,108000,25000.0,108,2.5,4.0,3.91,3213,53144,0.0,0.0,0.0,"17+","Everyone","Lifestyle","LIFESTYLE","Lifestyle"
"Talking Ginger 2","both",431000.0,570000,114000,25000.0,114,4.5,4.2,4.2,8311,702975,0.0,0.0,0.0,"4+","Everyone","Entertainment","ENTERTAINMENT","Entertainment"
"Talking Tom Bubble Shooter","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.4,2659,687136,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Casual"
"TED","both",455000.0,600000,120000,25000.0,120,3.5,4.6,4.57,5782,181961,0.0,0.0,0.0,"12+","Everyone 10+","Education","FAMILY","Education"
"Temple Run","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.36,1724546,4000433,0.0,0.0,0.0,"9+","Everyone","Games","GAME","Arcade"
"Temple Run 2","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.31,295211,8119154,0.0,0.0,0.0,"9+","Everyone","Games","GAME","Action"
"The CW","both",455000.0,600000,120000,25000.0,120,4.5,4.4,4.43,97368,288209,0.0,0.0,0.0,"12+","Teen","Entertainment","FAMILY","Entertainment"
"The EO Bar","both",434100.0,630000,126000,69900.0,126,5.0,4.7,4.81,247,416,6.99,6.99,6.99,"4+","Everyone","Health & Fitness","HEALTH_AND_FITNESS","Health & Fitness"
"The Game of Life","both",450100.0,600000,120000,29900.0,120,4.5,4.4,4.41,2298,18652,2.99,2.99,2.99,"4+","Everyone","Games","GAME","Board"
"The Guardian","both",479000.0,630000,126000,25000.0,126,5.0,4.7,4.71,8176,247992,0.0,0.0,0.0,"12+","Teen","News","NEWS_AND_MAGAZINES","News & Magazines"
"The Simpsons™: Tapped Out","both",431000.0,570000,114000,25000.0,114,4.0,4.3,4.21,274501,636995,0.0,0.0,0.0,"12+","Teen","Games","FAMILY","Casual"
"The Sims™ FreePlay","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.36,446880,931595,0.0,0.0,0.0,"12+","Teen","Games","GAME","Simulation"
"The Washington Post Classic","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,18572,23158,0.0,0.0,0.0,"12+","Everyone 10+","News","NEWS_AND_MAGAZINES","News & Magazines"
"Thomas & Friends: Race On!","both",407000.0,540000,108000,25000.0,108,3.0,4.1,4.1,89,29319,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Casual;Action & Adventure"
"Threema","both",450100.0,600000,120000,29900.0,120,4.5,4.5,4.5,196,51110,2.99,2.99,2.99,"4+","Everyone","Social Networking","COMMUNICATION","Communication"
"Timehop","both",407000.0,540000,108000,25000.0,108,3.5,4.1,3.96,49510,161610,0.0,0.0,0.0,"4+","Teen","Social Networking","SOCIAL","Social"
"Tinder","both",407000.0,540000,108000,25000.0,108,3.5,4.0,3.98,143040,2789775,0.0,0.0,0.0,"17+","Mature 17+","Lifestyle","LIFESTYLE","Lifestyle"
"Tiny Archers","both",455000.0,600000,120000,25000.0,120,4.0,4.5,4.5,568,80678,0.0,0.0,0.0,"12+","Mature 17+","Games","GAME","Action"
"Toca Builders","both",446152.19,600000,120000,33847.81,120,4.5,4.2,4.38,5102,3328,2.99,3.99,3.38,"4+","Everyone","Education","FAMILY","Education;Creativity"
"Toca Kitchen 2","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,1858,1014846,2.99,0.0,0.01,"4+","Everyone","Education","FAMILY","Educational;Pretend Play"
"Toca Life: City","both",465129.97,630000,126000,38870.03,126,4.5,4.7,4.68,3571,31100,2.99,3.99,3.89,"4+","Everyone","Education","FAMILY","Education;Pretend Play"
"Tom's Love Letters","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.1,27711,705805,0.0,0.0,0.0,"4+","Everyone","Entertainment","FAMILY","Entertainment"
"Tom Loves Angela","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.1,1151,1111915,0.99,0.0,0.0,"4+","Everyone","Entertainment","FAMILY","Entertainment"
"Tomb of the Mask","both",431000.0,570000,114000,25000.0,114,4.5,4.1,4.15,8054,55380,0.0,0.0,0.0,"9+","Everyone","Games","GAME","Action"
"Township","both",455000.0,600000,120000,25000.0,120,4.5,4.6,4.6,80801,4451317,0.0,0.0,0.0,"4+","Everyone","Games","FAMILY","Casual"
"Toy Blast","both",479000.0,630000,126000,25000.0,126,4.5,4.7,4.69,75822,1889582,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Puzzle"
"Traffic Racer","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,22458,5387781,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Racing"
"Trello","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,2793,72513,0.0,0.0,0.0,"4+","Everyone","Productivity","PRODUCTIVITY","Productivity"
"Trivia Crack","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,393469,6427773,0.0,0.0,0.0,"4+","Everyone","Games","GAME","Trivia"
"True Skate","both",431000.0,570000,114000,25000.0,114,4.0,4.4,4.37,11065,129409,1.99,1.99,1.99,"4+","Everyone","Games","SPORTS","Sports"
"Tsuro - The Game of the Path","both",474100.0,630000,126000,29900.0,126,4.5,4.7,4.66,539,2195,2.99,2.99,2.99,"4+","Everyone","Games","FAMILY","Board;Brain Games"
"Tumblr","both",431000.0,570000,114000,25000.0,114,4.0,4.4,4.36,334293,2955326,0.0,0.0,0.0,"17+","Mature 17+","Social Networking","SOCIAL","Social"
"Twitter","both",431000.0,570000,114000,25000.0,114,3.5,4.3,4.28,354058,11667403,0.0,0.0,0.0,"17+","Mature 17+","News","NEWS_AND_MAGAZINES","News & Magazines"
"U by BB&T","both",431000.0,570000,114000,25000.0,114,2.0,4.3,4.2,790,16600,0.0,0.0,0.0,"4+","Everyone","Finance","FINANCE","Finance"
"Uber","both",431000.0,570000,114000,25000.0,114,3.0,4.2,4.19,49466,4928420,0.0,0.0,0.0,"4+","Everyone","Travel","MAPS_AND_NAVIGATION","Maps & Navigation"
"Uber Driver","both",455000.0,600000,120000,25000.0,120,3.0,4.4,4.4,3289,1254730,0.0,0.0,0.0,"4+","Everyone","Business","BUSINESS","Business"
"United Airlines","both",335000.0,450000,90000,25000.0,90,2.5,3.5,3.34,5748,30447,0.0,0.0,0.0,"4+","Everyone","Travel","TRAVEL_AND_LOCAL","Travel & Local"
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo","both",407000.0,540000,108000,25000.0,108,3.5,4.2,4.07,16683,75566,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"UNO ™ & Friends","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.1,68911,1728557,0.0,0.0,0.0,"9+","Everyone","Games","GAME","Card"
"USA TODAY","both",383000.0,510000,102000,25000.0,102,3.5,4.1,3.77,61724,49259,0.0,0.0,0.0,"4+","Everyone 10+","News","NEWS_AND_MAGAZINES","News & Magazines"
"USAA Mobile","both",455000.0,600000,120000,25000.0,120,4.0,4.5,4.42,19946,100997,0.0,0.0,0.0,"4+","Everyone","Finance","FINANCE","Finance"
"Verizon Cloud","both",431000.0,570000,114000,25000.0,114,4.5,4.3,4.31,6482,185632,0.0,0.0,0.0,"4+","Everyone","Productivity","PRODUCTIVITY","Productivity"
"Vikings: an Archer's Journey","both",455000.0,600000,120000,25000.0,120,4.5,4.5,4.5,94,10256,2.99,0.0,0.03,"9+","Everyone","Games","GAME","Action"
"VSCO","both",455000.0,600000,120000,25000.0,120,3.5,4.4,4.39,11174,753115,0.0,0.0,0.0,"12+","Everyone","Photo & Video","PHOTOGRAPHY","Photography"
"War Robots","both",455000.0,600000,120000,25000.0,120,4.5,4.6,4.6,97122,3073251,0.0,0.0,0.0,"12+","Everyone 10+","Games","GAME","Action"
"WatchESPN","both",407000.0,540000,108000,25000.0,108,4.0,4.1,4.06,159735,288809,0.0,0.0,0.0,"4+","Everyone","Sports","SPORTS","Sports"
"WEB.DE Mail","both",431000.0,570000,114000,25000.0,114,4.0,4.3,4.3,168,226541,0.0,0.0,0.0,"4+","Everyone","Productivity","COMMUNICATION","Communication"
"WeChat","both",431000.0,570000,114000,25000.0,114,4.5,4.2,4.2,34584,5387631,0.0,0.0,0.0,"12+","Everyone","Social Networking","COMMUNICATION","Communication"
